impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K22-146376,A664532,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664532,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",1,Cat,5 WEEKS,Male,Domestic Shorthair,Black,"May 20, 2022",Received on,16600 block of  40TH AVE S,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664532,Image Copyright HLP Inc. 2022,"Received on: 2022-05-20<p/> Found Near: 16600 block of  40TH AVE S<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-145600,A662576,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2428793,In Public Home,Elaine  Pott,Cat,Under 1 year<p/>,Female,American Shorthair,Unknown,"Apr 25, 2022",Date Found,304TH  AND 37TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2428793,Image Copyright HLP Inc. 2022,"Description: Very young female kitten Found on side of road near lake dalloff<p/>Age: Under 1 year<p/>Found Near: 304th and 37th , Auburn WA  98001<p/>Found Date: 2022-04-25<p/>",
K22-145946,A663491,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A663491,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ut Oh,Cat,12 YEARS,Spayed Female,Domestic Shorthair,Tortie,"May 07, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663491,Image Copyright HLP Inc. 2022,"Received on: 2022-05-07<p/> Description: Tortie<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 12 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Ut-Oh and I am available for adoption.<p/><p/>I was brought in by my previous owners family on 05/07/22 because my previous owner passed away. I have met men, women, and children and has got along with cats, dogs and bunnies. I've been indoor only. My previous owners family described me as loving, shy, likes being held, petted, and sit in your lap.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/>",BLUE
K22-145213,A661178,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2421241,LOST,Becca,Dog,Over 1 year<p/>,Female,Chihuahua - Smooth Coated,White,"Apr 08, 2022",Date Lost,18400 block of  NE 95TH ST,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2421241,Image Copyright HLP Inc. 2022,"Description: White/blonde big ears from Corgi part.  13lbs. <p/>Age: Over 1 year<p/>Location Lost: 18425 NE 95th St, Unit 100 , Redmond, WA  Friendly Village Mobile home park, Redmond WA  98052<p/>Lost Date: 2022-04-08<p/>",
K22-146408,A664612,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664612,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,4 WEEKS,Unknown,Domestic Shorthair,Lilac Pt,"May 21, 2022",Received on,10200 block of  AQUA WAY S,SEATTLE,WA,98168,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664612,Image Copyright HLP Inc. 2022,"Received on: 2022-05-21<p/> Found Near: 10200 block of  AQUA WAY S<p/> Description: Lilac Pt Unknown Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-146155,A663986,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2436898,In Public Home,,Dog,Unknown<p/>,Male,German Shepherd,Black,"May 13, 2022",Date Found,REDMOND  RIDGE DRIVE NE AND NE 87TH PLACE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2436898,Image Copyright HLP Inc. 2022,"Description: Young German Shepherd, no collar.  Face black, underbelly tan.  Slight limp in back left leg/hip.<p/>Age: Unknown<p/>Found Near: Redmond Ridge Drive NE and NE 87th Place, Redmond WA  98053<p/>Found Date: 2022-05-13<p/>",
K22-145875,A663286,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2432980,LOST,Spiderman,Cat,Over 1 year<p/>,Male,American Shorthair,Black,"Apr 15, 2022",Date Lost,4900 block of  239TH ST. SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2432980,Image Copyright HLP Inc. 2022,"Description: Black, neutered male, approximately 17lbs, white heart on lower belly. Friendly. Light green eyes. <p/>Age: Over 1 year<p/>Location Lost: 4905 239th St. SW, Mountlake Terrace WA  98043<p/>Lost Date: 2022-04-15<p/>",
K22-145904,A663386,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2433525,LOST,Sirius Black,Cat,Over 1 year<p/>,Male,Pixiebob Shorthair,Unknown,"May 03, 2022",Date Lost,37TH  AVE S AND S 270TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2433525,Image Copyright HLP Inc. 2022,"Description: Sirius is a small pixie Bob - 12 years old. He has lynx like marking<p/>Age: Over 1 year<p/>Location Lost: 37th Ave S and S 270th st, Kirkland WA  98033<p/>Lost Date: 2022-05-03<p/>",
K22-146389,A664578,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2440408,LOST,Bandit,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Black,"Apr 29, 2022",Date Lost,191ST  PL SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2440408,Image Copyright HLP Inc. 2022,"Description: 1 yr old male. Black body white paws and neck <p/>Age: Over 1 year<p/>Location Lost: 191st pl se, Renton WA  98058<p/>Lost Date: 2022-04-29<p/>",
K22-145709,A662854,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2430223,In Public Home,,Cat,Unknown<p/>,Male,American Shorthair,Unknown,"Apr 16, 2022",Date Found,RENTON/MAPLE  VALLEY RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2430223,Image Copyright HLP Inc. 2022,"Description: I Found two cats while walking a trail off of Renton maple valley rd. One is orange with a short tail and the other a brindle and white both short haired. The brindle and white is more friendly. The orange is a little shy. <p/>Age: Unknown<p/>Found Near: Renton/maple valley rd , Renton WA  98058<p/>Found Date: 2022-04-16<p/>",
K22-146205,A664136,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664136,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,5 YEARS,Neutered Male,Domestic Longhair,Gray,"May 15, 2022",Received on,S  176TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664136,Image Copyright HLP Inc. 2022,"Received on: 2022-05-15<p/> Found Near: S  176TH ST<p/> Description: Gray Neutered Male Domestic Longhair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-145397,A661099,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A661099,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Kanga,Dog,5 YEARS 1 MONTH,Spayed Female,Great Dane / Mix,Brown,"Apr 18, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A661099,Image Copyright HLP Inc. 2022,"Received on: 2022-04-18<p/> Description: Brown<p/>  Spayed Female Great Dane / Mix Dog<p/> Age: 5 YEARS 1 MONTH<p/> Adoption Fee: $250.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Kanga and I am available for adoption. I weigh 90 pounds.<p/><p/>I was brought in by a good samaritan on April 9, 2022 along with Marmaduke (A661092).<p/><p/>I must admit I am a little shy at first, but once I get to know you my true colors will show!<p/><p/>I am potty-trained!<p/><p/>I am a sweet and affectionate gal, but because of my size I would probably do best in a home with older children.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/>",BLUE
K22-145657,A662721,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2429639,In Public Home,,Dog,Over 1 year<p/>,Male,Pit Bull,Black,"Apr 24, 2022",Date Found,S.  PUGET DR. AND ROLLING HILLS,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2429639,Image Copyright HLP Inc. 2022,"Description: Male, black/brown coat, white patch on chest, intact, 1 year old, about 80 lbs.<p/>Age: Over 1 year<p/>Found Near: S. Puget Dr. and Rolling Hills, Renton WA  98055<p/>Found Date: 2022-04-24<p/>",
K22-145869,A663282,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2432968,In Public Home,Jayne Or Lar,Cat,Under 1 year<p/>,Male,Domestic Shorthair,Black,"May 03, 2022",Date Found,134TH  STREET AND 3RD AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2432968,Image Copyright HLP Inc. 2022,"Description: Black and white tuxedo, white chest, paws x4 and chin<p/>Age: Under 1 year<p/>Found Near: 134th Street and 3rd Ave SW, Seattle WA  98146<p/>Found Date: 2022-05-03<p/>",
K22-145990,A652241,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A652241,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Layla,Dog,2 YEARS 6 MONTHS,Spayed Female,Pit Bull,Brown,"May 09, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652241,Image Copyright HLP Inc. 2022,"Received on: 2022-05-09<p/> Description: Brown<p/>  Spayed Female Pit Bull Dog<p/> Age: 2 YEARS 6 MONTHS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Layla and I am available for adoption. I weigh 47 pounds.<p/><p/>I was brought in by a good Samaritan on November 5, 2021. I was adopted and returned after about six months because I am too excitable to be a service dog. I am very smart and learn tricks and commands easily, but I still need to work on my leash manners and not jumping on people. I can also be reactive toward other animals. <p/><p/>I'm a super jumper and lap dog who loves to get lots and lots of human attention!  <p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",RED
K22-145228,A661259,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2421682,LOST,Becca,Dog,Over 1 year<p/>,Female,Chihuahua - Smooth Coated,White,"Apr 08, 2022",Date Lost,18400 block of  NE 95TH ST,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2421682,Image Copyright HLP Inc. 2022,"Description: Almost white, senior almost 15 yrs, large ears, Chihuahua/Corgi mix.  Losing hearing and vision some.<p/>Age: Over 1 year<p/>Location Lost: 18425 NE 95th St, Unit 100, Redmond, WA  , Redmond WA  98052<p/>Lost Date: 2022-04-08<p/>",
K22-146012,A663676,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2435186,LOST,Maeby,Dog,Over 1 year<p/>,Female,Dachshund - Wire-Haired,Black,"May 08, 2022",Date Lost,37TH  AND 102ND,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2435186,Image Copyright HLP Inc. 2022,"Description: Black and Tan wire hair doxie about 20lbs with rainbow collar and tags<p/>Age: Over 1 year<p/>Location Lost: 37th and 102nd, Seattle WA  98146<p/>Lost Date: 2022-05-08<p/>",
K22-146030,A663722,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,9 WEEKS,Male,Domestic Shorthair,Brn Tabby,"May 10, 2022",Received on,4600 block of  S 170TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663722,Image Copyright HLP Inc. 2022,Received on: 2022-05-10<p/> Found Near: 4600 block of  S 170TH ST<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-145739,A662939,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2430615,LOST,Jupiter (juj,Cat,Under 1 year<p/>,Male,Persian,Black,"Apr 25, 2022",Date Lost,"140TH  AND 85TH ST KIRKLAND, WA",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2430615,Image Copyright HLP Inc. 2022,"Description: He is pure black in color. In the persian world, that means he has brown undertones. He also has 2 single white hairs on his head that are longer. Long tail.<p/>Age: Under 1 year<p/>Location Lost: 140th and 85th st kirkland, wa, Redmond WA  98052<p/>Lost Date: 2022-04-25<p/>",
K22-145502,A662374,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2427235,LOST,Max,Cat,Over 1 year<p/>,Male,Domestic Longhair,Unknown,"Apr 17, 2022",Date Lost,56TH  ST & 11TH AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2427235,Image Copyright HLP Inc. 2022,"Description: Orange long haired cat with longer hair around his head, like a mane. Very vocal.<p/>Age: Over 1 year<p/>Location Lost: 56th St & 11th Ave, Seattle WA  98107<p/>Lost Date: 2022-04-17<p/>",
K22-145363,A661763,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2423919,LOST,Zumi,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"Apr 14, 2022",Date Lost,5000 block of  164TH CT NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2423919,Image Copyright HLP Inc. 2022,"<p/>Age: Over 1 year<p/>Location Lost: 5044 164TH CT NE, Redmond,WA, Redmond WA  98052<p/>Lost Date: 2022-04-14<p/>",
K22-146374,A664530,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2440134,In Public Home,,Rabbit,Unknown<p/>,Unknown,,Brown,"May 20, 2022",Date Found,NE  1ST STREET AND 91ST LN NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2440134,Image Copyright HLP Inc. 2022,"Description: Brown and Grey Rabbit<p/>Age: Unknown<p/>Found Near: NE 1st Street and 91st Ln NE, Bellevue WA  98004<p/>Found Date: 2022-05-20<p/>",
K22-145353,A661193,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A661193,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Johny,Cat,10 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Orange,"Apr 15, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A661193,Image Copyright HLP Inc. 2022,"Received on: 2022-04-15<p/> Description: Orange<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 10 YEARS 1 MONTH<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is  JOHNY  and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on   04/10/2022<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/>I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/><p/>I am an independent kitty who likes to do my own thing!<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/><p/>",BLUE
